,Player Name,Goals,xGoals Shot,DP Passes Made,Cr Crosses Made,CA Regains,HP Regains,BMP+,Possessions,On-pitch xG Generated,ST Involvement,BU Involvement,Ma Involvement,Player Points,Average X,Average Y,Team
122,Jack COLBACK,1,0.9943598251867118,45.725500000000004,33,10.535615001016224,13.32321250000003,34.003101525999995,43.2,25.81776892723717,3.0,9.342857142857143,10.028571428571428,0.07054476872207538,-2.873266140155396,-7.591336453586717,Sunderland
123,Jermaine PENNANT,0,0.6510920116953196,26.369500000000006,210,4.752996347688467,9.781612499999971,33.82349613000001,35.407407407407405,20.3646803905848,7.7407407407407405,7.666666666666667,3.6296296296296298,0.080558069918249,13.514885638036887,18.63000091699448,Stoke City
124,John O'SHEA,0,0.5767079145262348,116.93200000000003,27,11.770367896953571,4.167843750000018,27.329614761,52.172413793103445,25.738024379899496,4.137931034482759,7.482758620689655,12.448275862068966,0.05340627309744132,-11.05913374992138,15.448744207038574,Sunderland
126,Kieran RICHARDSON,2,2.384251381224365,83.68750000000001,74,9.7072125568086,13.03988124999993,32.685191630999995,52.41379310344828,23.133136605176418,5.241379310344827,10.206896551724139,9.172413793103448,0.1043346981769867,-0.8702511188008432,-19.045918318561164,Sunderland
127,Nicklas BENDTNER,8,6.101487594027506,5.9384999999999994,22,2.8708479489963903,10.638025000000006,43.23697525800001,43.724137931034484,25.15485245367121,7.448275862068965,10.379310344827585,5.413793103448276,0.1941068077180695,14.415492927510176,2.1278016450713504,Sunderland
128,Sebastian LARSSON,7,4.111676248831723,75.09400000000002,238,11.298742218089663,13.342462500000076,53.408564194,51.1875,26.434733748515917,8.71875,10.96875,6.65625,0.1292015824638651,6.770306306945381,9.699070381824322,Sunderland
130,Stephane SESSEGNON,7,5.444899650833762,24.01150000000001,57,10.37943666034947,14.4996,64.11298640299998,46.19444444444444,32.17060398392558,9.694444444444445,13.13888888888889,5.916666666666667,0.21796436577294295,14.51579251496353,-2.0264569923478764,Sunderland
131,Titus BRAMBLE,1,0.32861858793597404,24.043000000000003,1,7.139957062628034,0.8548499999999876,3.9548087209999996,43.375,6.111289401507634,0.25,2.0,12.75,0.09587081505441633,-18.475446512379357,5.425858224815591,Sunderland
132,Wes BROWN,1,0.854763702084651,51.43550000000001,0,11.035234891242078,2.197862499999987,9.520169509,41.65,19.265574304935054,0.75,2.2,10.25,0.04283671193966422,-16.960602448424858,-9.818213970296302,Sunderland
133,ALEX,0,0.1214100228108098,0.7830000000000001,0,0.3669513334513304,0.4233062499999728,2.0385262130000004,49.666666666666664,3.660470820997322,0.6666666666666666,2.3333333333333335,21.333333333333332,0.047400322599516674,-14.550104967197754,7.58106765742848,Chelsea
134,Ashley COLE,0,0.28220577494763455,38.1605,71,14.264128101108655,12.463400000000004,51.34075159600002,65.3125,52.317243311233035,7.875,16.53125,19.53125,0.0728217495779163,1.6676645345320953,-24.238459180888338,Chelsea
135,Danny PUGH,0,0.1737345523065306,2.6195000000000004,2,0.0,0.1125000000000113,0.987635906,16.0,2.594632993142312,3.3333333333333335,2.0,3.6666666666666665,0.03271440425919764,0.712618274582559,-15.401437074829934,Stoke City
136,Didier DROGBA,5,6.642498101657272,9.5865,38,3.0594639267505284,6.389500000000018,21.352374458,29.166666666666668,27.42428581475105,5.708333333333333,6.75,1.8333333333333333,0.17704302531679306,19.06118097833471,-5.29966509014197,Chelsea
137,Fernando TORRES,6,7.029415482934239,8.233,37,4.441450296848226,15.029956250000005,36.752603355,30.0,34.95020978599185,7.6875,8.53125,3.0625,0.1748089989464405,20.42713890557141,0.14954737643919275,Chelsea
138,Florent MALOUDA,2,3.9707739475337753,14.841000000000003,95,6.98819299083644,8.834500000000023,41.129901776000004,39.0,19.86262157945744,7.538461538461538,11.807692307692308,8.0,0.117622791554426,13.285013920005024,-12.381039938398654,Chelsea
139,Frank LAMPARD,11,8.769773584840115,54.98900000000001,87,8.29302375568033,8.868199999999991,64.653503368,64.86666666666666,40.53493906660501,7.4,17.3,19.3,0.24108739078180913,3.5806866058935385,-8.582081457017717,Chelsea
